index,cb,co,bus026,bus010,bus025,bus012,bus015,bus011,bus113,bus032,bus018,bus074,bus001,bus070,bus075,bus027,bus003,bus013,bus006,bus019,bus016,bus029,bus031,bus115,bus002,bus117,bus008,bus024,bus072,bus073,bus004,bus007,bus020,bus028,bus014,bus021,bus017,bus022,bus114,bus023,bus005,bus009,bus030,bus071,bus065,bus066,bus069,bus099,bus080,bus059,bus049,bus054,bus061,bus060,bus078,bus046,bus056,bus036,bus062,bus076,bus055,bus077,bus045,bus034,bus079,bus041,bus035,bus047,bus098,bus118,bus116,bus067,bus039,bus033,bus053,bus048,bus042,bus043,bus052,bus040,bus050,bus051,bus044,bus097,bus057,bus058,bus037,bus038,bus063,bus064,bus068,bus081,bus087,bus100,bus092,bus089,bus090,bus111,bus112,bus105,bus104,bus082,bus088,bus106,bus095,bus096,bus091,bus110,bus094,bus101,bus086,bus083,bus085,bus107,bus103,bus093,bus084,bus109,bus102,bus108,ram,zone
line033,line033,basecase,0,-0.122493109,0.050502924,-0.132099647,-0.144652517,-0.130909371,-0.173172588,-0.300931591,-0.148372801,-0.11398094,-0.130322357,-0.11258613,-0.114408977,-0.427057755,-0.12985575,-0.134073541,-0.129607931,-0.142655747,-0.13910378,-0.306781009,-0.28463885,-0.362912602,-0.131421746,-0.132099647,-0.122493109,-0.102544849,-0.107327574,-0.111719872,-0.127543045,-0.130553692,-0.131793318,-0.369862751,-0.135439835,-0.123911094,-0.154229012,-0.11490549,-0.353909774,-0.100143727,-0.127152591,-0.122493109,-0.113697682,-0.111719872,-0.117217193,-0.117556501,-0.115803362,-0.115961418,-0.116004769,-0.117518711,-0.118022971,-0.117753485,-0.117422716,-0.117434236,-0.115777459,-0.11832521,-0.117744857,-0.124261059,-0.117449427,-0.114956769,-0.117733965,-0.115747726,-0.119037064,-0.124426474,-0.115835965,-0.122010825,-0.124198103,-0.117818772,-0.115982017,-0.114666039,-0.116662028,-0.117506762,-0.12296373,-0.134957735,-0.11779555,-0.1180867,-0.12083695,-0.122627507,-0.117851924,-0.12243429,-0.11795458,-0.117872198,-0.120001293,-0.115961615,-0.117832711,-0.117817861,-0.123891344,-0.119255997,-0.117416575,-0.117363655,-0.116662028,-0.116429919,-0.115892133,-0.115944309,-0.115921615,-0.115913368,-0.115915315,-0.115944309,-0.115944309,-0.115944309,-0.115944309,-0.115862448,-0.115904639,-0.115944309,-0.11592524,-0.115920725,-0.115917813,-0.115944309,-0.115928823,-0.115934571,-0.115892133,-0.115871439,-0.115892133,-0.115944309,-0.115944309,-0.115925484,-0.115885369,-0.115944309,-0.115925928,-0.115944309,1360,R1
line034,line034,basecase,0,-0.044242816,0.018162308,-0.047931845,-0.051926926,-0.047438759,-0.049653131,0.0051528,-0.053550308,-0.025998293,-0.047244832,-0.023099626,-0.02688783,0.127200737,-0.047064465,-0.048472097,-0.046968671,-0.049421584,-0.05104872,-0.311258258,-0.207882245,0.065129686,-0.047669801,-0.047931845,-0.044242816,-0.002292698,-0.012203166,-0.021304617,-0.04616706,-0.047334255,-0.036108178,-0.605770587,-0.048994894,-0.026447425,-0.057779528,-0.015409815,0.05641796,0.002682762,-0.046019557,-0.044242816,-0.040888966,-0.021304617,-0.032920864,-0.033184563,-0.029748169,-0.030167088,-0.030261009,-0.033155194,-0.033547088,-0.033337652,-0.03308059,-0.033089543,-0.02976853,-0.033815838,-0.033330947,-0.041081635,-0.033101349,-0.028040202,-0.033322482,-0.029704113,-0.034704163,-0.041136089,-0.029895287,-0.038584484,-0.04106091,-0.033126363,-0.030211717,-0.027428602,-0.031684998,-0.033145908,-0.039788178,-0.046805699,-0.033370344,-0.033603756,-0.037101662,-0.038989133,-0.033414156,-0.039119398,-0.033493936,-0.033429913,-0.03585491,-0.030167514,-0.033399225,-0.033387683,-0.040959926,-0.03946254,-0.033075818,-0.03303469,-0.031684998,-0.031182121,-0.030016978,-0.030130021,-0.030080852,-0.030062985,-0.030067203,-0.030130021,-0.030130021,-0.030130021,-0.030130021,-0.029952663,-0.030044072,-0.030130021,-0.030088707,-0.030078923,-0.030072616,-0.030130021,-0.03009647,-0.030108922,-0.030016978,-0.029972144,-0.030016978,-0.030130021,-0.030130021,-0.030089234,-0.030002323,-0.030130021,-0.030090197,-0.030130021,480,R1
line035,line035,basecase,0,-0.044242816,0.018162308,-0.047931845,-0.051926926,-0.047438759,-0.049653131,0.0051528,-0.053550308,-0.025998293,-0.047244832,-0.023099626,-0.02688783,0.127200737,-0.047064465,-0.048472097,-0.046968671,-0.049421584,-0.05104872,-0.311258258,-0.207882245,0.065129686,-0.047669801,-0.047931845,-0.044242816,-0.002292698,-0.012203166,-0.021304617,-0.04616706,-0.047334255,-0.036108178,0.394229413,-0.048994894,-0.026447425,-0.057779528,-0.015409815,0.05641796,0.002682762,-0.046019557,-0.044242816,-0.040888966,-0.021304617,-0.032920864,-0.033184563,-0.029748169,-0.030167088,-0.030261009,-0.033155194,-0.033547088,-0.033337652,-0.03308059,-0.033089543,-0.02976853,-0.033815838,-0.033330947,-0.041081635,-0.033101349,-0.028040202,-0.033322482,-0.029704113,-0.034704163,-0.041136089,-0.029895287,-0.038584484,-0.04106091,-0.033126363,-0.030211717,-0.027428602,-0.031684998,-0.033145908,-0.039788178,-0.046805699,-0.033370344,-0.033603756,-0.037101662,-0.038989133,-0.033414156,-0.039119398,-0.033493936,-0.033429913,-0.03585491,-0.030167514,-0.033399225,-0.033387683,-0.040959926,-0.03946254,-0.033075818,-0.03303469,-0.031684998,-0.031182121,-0.030016978,-0.030130021,-0.030080852,-0.030062985,-0.030067203,-0.030130021,-0.030130021,-0.030130021,-0.030130021,-0.029952663,-0.030044072,-0.030130021,-0.030088707,-0.030078923,-0.030072616,-0.030130021,-0.03009647,-0.030108922,-0.030016978,-0.029972144,-0.030016978,-0.030130021,-0.030130021,-0.030089234,-0.030002323,-0.030130021,-0.030090197,-0.030130021,480,R1
line036,line036,basecase,0,0.025893313,-0.080174194,-0.142574585,-0.375247087,-0.122247773,-0.480530618,-0.280748164,-0.437531226,-0.052275424,-0.111475124,-0.063703747,-0.048768319,-0.250447564,-0.103310313,-0.180497379,-0.098973923,-0.366634597,-0.258916461,-0.328718776,-0.343127992,-0.265857821,-0.1307125,-0.142574585,0.025893313,-0.145055309,-0.106307056,-0.070721926,-0.062894102,-0.115523079,-0.314988491,-0.287667745,-0.204486312,-0.277511958,-0.510153533,-0.234694246,-0.268020664,-0.164508513,-0.056009766,0.025893313,0.180496877,-0.070721926,-0.022766498,-0.026690854,-0.037912152,-0.035243419,-0.034830044,-0.02625378,-0.032085936,-0.028969119,-0.025143527,-0.02527677,-0.036997589,-0.035067295,-0.028869338,-0.063432517,-0.025452467,-0.044067963,-0.028743355,-0.037281108,-0.038211136,-0.066471078,-0.036439698,-0.048772406,-0.062276049,-0.033703771,-0.035046991,-0.046562591,-0.028562646,-0.026115585,-0.052759668,-0.226468618,-0.029455636,-0.032714573,-0.04386053,-0.057038004,-0.030107649,-0.05054432,-0.031294935,-0.030342134,-0.043267174,-0.035241545,-0.029885438,-0.029713683,-0.056641105,0.028940711,-0.025072506,-0.024460447,-0.028562646,-0.030775958,-0.035904096,-0.035406562,-0.035622971,-0.035701609,-0.035683043,-0.035406562,-0.035406562,-0.035406562,-0.035406562,-0.036187167,-0.035784848,-0.035406562,-0.035588397,-0.035631458,-0.035659219,-0.035406562,-0.035554231,-0.035499424,-0.035904096,-0.036101423,-0.035904096,-0.035406562,-0.035406562,-0.035586078,-0.035968597,-0.035406562,-0.035581838,-0.035406562,1360,R1
line037,line037,basecase,0,0.748342674,0.016007581,0.514870747,0.145015135,0.540972796,0.078700297,0.049822381,0.098490148,0.021490997,0.557710969,0.022938391,0.021046824,0.044453107,0.568958185,0.449809001,0.574931661,0.113629595,0.378174332,0.056417832,0.05862046,0.047183808,0.531211042,0.514870747,0.748342674,0.03313262,0.028277045,0.023817844,0.624435116,0.552134818,0.093684333,0.050142673,0.416456024,0.079211232,0.082982195,0.062675416,0.047567065,0.035570316,0.634115774,0.748342674,-0.036038009,0.023817844,0.017399874,0.018690883,0.019739124,0.019238723,0.019179491,0.018547097,0.020465721,0.019440371,0.018181853,0.018225686,0.019490079,0.02146923,0.019407546,0.034055749,0.018283486,0.020426456,0.019366101,0.019530705,0.022903425,0.034829975,0.019410139,0.028524898,0.033761081,0.020658127,0.019210577,0.020755705,0.018281432,0.018501634,0.030450653,0.092392703,0.019600422,0.020677317,0.026152576,0.030848932,0.019814917,0.029380691,0.020205503,0.019892057,0.025037226,0.019238455,0.019741816,0.019685313,0.032325296,0.006707494,0.018158489,0.017957138,0.018281432,0.018598579,0.019333392,0.0192621,0.019293109,0.019304377,0.019301717,0.0192621,0.0192621,0.0192621,0.0192621,0.019373953,0.019316305,0.0192621,0.019288155,0.019294326,0.019298303,0.0192621,0.01928326,0.019275406,0.019333392,0.019361667,0.019333392,0.0192621,0.0192621,0.019287823,0.019342634,0.0192621,0.019287215,0.0192621,480,R1
line038,line038,basecase,0,-0.6785599,-0.13339802,-0.65577892,-0.616871947,-0.658202877,-0.588901879,-0.390997137,-0.610206007,-0.532924957,-0.659943642,-0.510067546,-0.5399394,-0.348894791,-0.661037043,-0.648687,-0.661617756,-0.602356697,-0.643899549,-0.434381257,-0.450118754,-0.370307171,-0.657367445,-0.65577892,-0.6785599,-0.346188031,-0.424244859,-0.495929702,-0.666418445,-0.659401556,-0.526888917,-0.38954603,-0.64542618,-0.4721264,-0.618246375,-0.409559095,-0.373312418,-0.307000317,-0.667371355,-0.6785599,-0.699679849,-0.495929702,-0.588140883,-0.588813336,-0.562375238,-0.565966894,-0.56671972,-0.588738442,-0.589737805,-0.589203726,-0.588548196,-0.588571028,-0.562772258,-0.590711717,-0.589186628,-0.63184746,-0.588601134,-0.549070912,-0.58916504,-0.562255924,-0.595832884,-0.631354794,-0.563788272,-0.619101713,-0.632034967,-0.586431782,-0.566324622,-0.544224529,-0.578133695,-0.588714762,-0.626118271,-0.624379215,-0.589287093,-0.58994316,-0.610458071,-0.619497699,-0.589398817,-0.622219827,-0.589602263,-0.589438997,-0.602188174,-0.565970307,-0.589360741,-0.58933131,-0.632948603,-0.647070497,-0.588536026,-0.588431148,-0.578133695,-0.574102885,-0.564763691,-0.565669784,-0.565275667,-0.565132455,-0.565166266,-0.565669784,-0.565669784,-0.565669784,-0.565669784,-0.564248171,-0.564980861,-0.565669784,-0.565338632,-0.56526021,-0.565209653,-0.565669784,-0.565400853,-0.565500666,-0.564763691,-0.564404326,-0.564763691,-0.565669784,-0.565669784,-0.565342855,-0.564646224,-0.565669784,-0.565350577,-0.565669784,1360,R1
line039,line039,basecase,0,0.100363447,-0.041090692,0.10903841,0.117347921,0.107831553,0.094612397,-0.170824985,0.121421437,0.037771186,0.10741693,0.027848017,0.040816391,-0.177090714,0.106991229,0.110022566,0.106765136,0.109170711,0.116929583,-0.349761658,-0.381549245,-0.173904094,0.108419938,0.10903841,0.100363447,-0.043366772,-0.009446726,0.021704335,0.104868705,0.107627985,0.065843986,-0.259200645,0.111249484,0.034404337,0.133970354,-0.00151611,-0.173456849,-0.060396019,0.104525049,0.100363447,0.09250784,0.021704335,0.061517488,0.062312977,0.050599251,0.052055334,0.052377791,0.06222438,0.063406592,0.062774795,0.061999325,0.062026334,0.05068698,0.064239317,0.062754569,0.08788102,0.062061949,0.04476476,0.062729031,0.05046582,0.06713678,0.087997151,0.051122168,0.07986181,0.087836821,0.061967186,0.052208559,0.042669235,0.057266723,0.062196367,0.083793814,0.103466645,0.062873415,0.063582177,0.075018006,0.081034028,0.063005582,0.081609168,0.063246251,0.063053113,0.070868947,0.052056796,0.062960538,0.062925722,0.087621459,0.084471874,0.061984929,0.061860861,0.057266723,0.055540212,0.051539968,0.051928073,0.051759262,0.05169792,0.051712402,0.051928073,0.051928073,0.051928073,0.051928073,0.051319156,0.051632988,0.051928073,0.051786232,0.051752641,0.051730986,0.051928073,0.051812883,0.051855635,0.051539968,0.051386042,0.051539968,0.051928073,0.051928073,0.051788041,0.051489653,0.051928073,0.051791348,0.051928073,480,R1
line040,line040,basecase,0,-0.044242816,0.018162308,-0.047931845,-0.051926926,-0.047438759,-0.049653131,0.0051528,-0.053550308,-0.025998293,-0.047244832,-0.023099626,-0.02688783,0.127200737,-0.047064465,-0.048472097,-0.046968671,-0.049421584,-0.05104872,0.688741742,-0.207882245,0.065129686,-0.047669801,-0.047931845,-0.044242816,-0.002292698,-0.012203166,-0.021304617,-0.04616706,-0.047334255,-0.036108178,0.394229413,-0.048994894,-0.026447425,-0.057779528,-0.015409815,0.05641796,0.002682762,-0.046019557,-0.044242816,-0.040888966,-0.021304617,-0.032920864,-0.033184563,-0.029748169,-0.030167088,-0.030261009,-0.033155194,-0.033547088,-0.033337652,-0.03308059,-0.033089543,-0.02976853,-0.033815838,-0.033330947,-0.041081635,-0.033101349,-0.028040202,-0.033322482,-0.029704113,-0.034704163,-0.041136089,-0.029895287,-0.038584484,-0.04106091,-0.033126363,-0.030211717,-0.027428602,-0.031684998,-0.033145908,-0.039788178,-0.046805699,-0.033370344,-0.033603756,-0.037101662,-0.038989133,-0.033414156,-0.039119398,-0.033493936,-0.033429913,-0.03585491,-0.030167514,-0.033399225,-0.033387683,-0.040959926,-0.03946254,-0.033075818,-0.03303469,-0.031684998,-0.031182121,-0.030016978,-0.030130021,-0.030080852,-0.030062985,-0.030067203,-0.030130021,-0.030130021,-0.030130021,-0.030130021,-0.029952663,-0.030044072,-0.030130021,-0.030088707,-0.030078923,-0.030072616,-0.030130021,-0.03009647,-0.030108922,-0.030016978,-0.029972144,-0.030016978,-0.030130021,-0.030130021,-0.030089234,-0.030002323,-0.030130021,-0.030090197,-0.030130021,480,R1
line041,line041,basecase,0,-0.068881445,0.027828955,-0.075873555,-0.079025082,-0.07474613,-0.1330074,-0.343693208,-0.083145061,0.045908312,-0.074547245,0.064058741,0.040338339,-0.256025528,-0.074199037,-0.075731299,-0.074014102,-0.064964862,-0.084069298,-0.252173726,-0.251464635,-0.300611493,-0.075367668,-0.075873555,-0.068881445,0.194284354,0.132257088,0.075293271,-0.072448313,-0.07471988,0.009233793,-0.254193887,-0.076712144,0.063075381,-0.10176778,0.124590505,-0.306869172,0.225424574,-0.072181794,-0.068881445,-0.062651575,0.075293271,0.002366582,0.001152287,0.022464966,0.019752326,0.019160432,0.001287529,-0.000517089,0.000447334,0.001631069,0.001589841,0.022264042,-0.001844256,0.000478209,-0.042322418,0.001535475,0.033108779,0.000517191,0.022669999,-0.006821688,-0.042377065,0.021465223,-0.02884291,-0.04230162,0.002113739,0.01947107,0.036945736,0.01018643,0.00133029,-0.035611415,-0.061829115,0.000296793,-0.00079693,-0.020504842,-0.030508799,9.50E-05,-0.03185079,-0.000272333,2.25E-05,-0.013182965,0.019749642,0.000163802,0.000216947,-0.042200278,-0.040875995,0.001653045,0.001842432,0.01018643,0.013355571,0.020698319,0.019985922,0.020295789,0.020408386,0.020381803,0.019985922,0.019985922,0.019985922,0.019985922,0.021103636,0.020527574,0.019985922,0.020246284,0.020307941,0.020347691,0.019985922,0.020197364,0.020118888,0.020698319,0.020980862,0.020698319,0.019985922,0.019985922,0.020242963,0.020790675,0.019985922,0.020236892,0.019985922,480,R1
line042,line042,basecase,0,0.056120632,-0.022928383,0.061106565,0.065420994,0.060392795,0.044959266,-0.165672185,0.067871129,0.011772893,0.060172098,0.004748391,0.01392856,-0.049889977,0.059926764,0.061550468,0.059796466,0.059749127,0.065880863,0.338980084,0.41056851,-0.108774408,0.060750137,0.061106565,0.056120632,-0.045659469,-0.021649893,0.000399718,0.058701645,0.06029373,0.029735808,0.135028768,0.06225459,0.007956912,0.076190826,-0.016925925,-0.11703889,-0.057713257,0.058505491,0.056120632,0.051618874,0.000399718,0.028596624,0.029128414,0.020851082,0.021888246,0.022116782,0.029069186,0.029859504,0.029437143,0.028918735,0.028936791,0.02091845,0.030423478,0.029423621,0.046799385,0.0289606,0.016724558,0.029406549,0.020761706,0.032432617,0.046861062,0.021226881,0.041277327,0.046775911,0.028840822,0.021996842,0.015240633,0.025581725,0.029050459,0.044005636,0.056660946,0.029503071,0.029978421,0.037916345,0.042044895,0.029591425,0.04248977,0.029752315,0.029623201,0.035014037,0.021889282,0.029561313,0.029538039,0.046661533,0.045009334,0.028909111,0.028826171,0.025581725,0.024358091,0.02152299,0.021798053,0.02167841,0.021634935,0.0216452,0.021798053,0.021798053,0.021798053,0.021798053,0.021366493,0.021588916,0.021798053,0.021697525,0.021673718,0.02165837,0.021798053,0.021716413,0.021746713,0.02152299,0.021413897,0.02152299,0.021798053,0.021798053,0.021698807,0.02148733,0.021798053,0.021701151,0.021798053,480,R1
line043,line043,basecase,0,-0.051541897,0.021302115,-0.055439642,-0.061076485,-0.054980417,-0.081359787,-0.201611645,-0.062457673,-0.057952404,-0.054721498,-0.058942964,-0.057648423,0.293600984,-0.054532958,-0.056383952,-0.054432822,-0.061411472,-0.058000101,0.002949074,-0.050558035,0.041746106,-0.055165725,-0.055439642,-0.051541897,-0.06603408,-0.062656538,-0.059554713,-0.053600728,-0.054814973,-0.063025881,0.155387757,-0.056939547,-0.064197362,-0.063529339,-0.065535804,0.006398053,-0.067729744,-0.0534407,-0.051541897,-0.04795764,-0.059554713,-0.055524299,-0.055574102,-0.056682828,-0.056511003,-0.056477693,-0.055568555,-0.055642569,-0.055603014,-0.055554465,-0.055556156,-0.056652355,-0.055664627,-0.055601748,-0.054788617,-0.055558386,-0.057250198,-0.055600149,-0.056675201,-0.055548389,-0.054861705,-0.0566074,-0.054951257,-0.0547608,-0.055785189,-0.056495175,-0.057461549,-0.055972664,-0.055566801,-0.054786067,-0.058063976,-0.055609189,-0.05564722,-0.055154753,-0.055090918,-0.055617463,-0.054877847,-0.05563253,-0.055620439,-0.055425533,-0.056510852,-0.055614643,-0.055612463,-0.054625261,-0.052558348,-0.055553564,-0.055545797,-0.055972664,-0.056151014,-0.056564241,-0.056524149,-0.056541588,-0.056547924,-0.056546428,-0.056524149,-0.056524149,-0.056524149,-0.056524149,-0.056587051,-0.056554632,-0.056524149,-0.056538802,-0.056542272,-0.056544509,-0.056524149,-0.056536049,-0.056531632,-0.056564241,-0.056580141,-0.056564241,-0.056524149,-0.056524149,-0.056538615,-0.056569438,-0.056524149,-0.056538273,-0.056524149,480,R1
line044,line044,basecase,0,0.016129788,0.002305286,0.038480498,0.097499233,0.037011704,0.038065872,0.016836587,0.048006175,-0.076521616,0.034508372,-0.068747422,-0.078907347,0.015008256,0.033465535,0.050938124,0.032911677,0.054637282,0.039345568,0.022410158,0.023772799,0.015938107,0.036965433,0.038480498,0.016129788,-0.012541682,-0.039312824,-0.063898567,0.028420618,0.03502539,0.04090626,0.01852807,0.054184768,0.030942468,0.041213663,0.01955863,0.016068613,0.000898525,0.027424152,0.016129788,-0.005189911,-0.063898567,-0.093782692,-0.09746021,-0.086826743,-0.087351198,-0.087577719,-0.097050627,-0.102515946,-0.099595174,-0.096010207,-0.09613507,-0.086389949,-0.104952883,-0.099501669,-0.15426272,-0.096299716,-0.081905519,-0.099383611,-0.086234587,-0.110383719,-0.151855317,-0.086695662,-0.141336951,-0.15517897,-0.101158717,-0.087458836,-0.080314294,-0.091012124,-0.096921124,-0.150613299,-0.555610937,-0.10005109,-0.103029789,-0.129909492,-0.138012236,-0.100662092,-0.145459301,-0.101774698,-0.100881828,-0.117803479,-0.087352225,-0.100453857,-0.100292906,-0.159643445,-0.095873522,-0.095943654,-0.095370093,-0.091012124,-0.089799275,-0.086989161,-0.087261799,-0.087143211,-0.08710012,-0.087110293,-0.087261799,-0.087261799,-0.087261799,-0.087261799,-0.086834043,-0.087054506,-0.087261799,-0.087162157,-0.087138561,-0.087123348,-0.087261799,-0.087180879,-0.087210912,-0.086989161,-0.08688103,-0.086989161,-0.087261799,-0.087261799,-0.087163428,-0.086953815,-0.087261799,-0.087165751,-0.087261799,480,
line045,line045,basecase,0,0.005982447,0.004484726,0.023058199,0.060865943,0.021618391,0.034660885,0.018516624,0.081935345,-0.07848034,0.019983729,-0.069802726,-0.081143312,0.01651457,0.019176561,0.030654599,0.018747869,0.125749531,0.027488208,0.022545874,0.023656197,0.017532773,0.021885522,0.023058199,0.005982447,-0.007036403,-0.036932392,-0.064387892,0.015240253,0.020383907,0.095655841,0.019382626,0.033118446,0.073818625,0.037054689,0.048869156,0.017675679,0.007972604,0.014500463,0.005982447,-0.010096503,-0.064387892,-0.097652911,-0.101870174,-0.090000933,-0.090543017,-0.090794027,-0.101400478,-0.107667937,-0.104318486,-0.100207357,-0.100350545,-0.089477849,-0.111976668,-0.104211257,-0.177460168,-0.100539356,-0.084483207,-0.104075871,-0.089305691,-0.120169723,-0.18444654,-0.089816612,-0.144484043,-0.174801175,-0.106588029,-0.090662292,-0.082710619,-0.094599718,-0.101251968,-0.153281317,-0.043132759,-0.104841316,-0.108576459,-0.133646751,-0.162991153,-0.105541994,-0.148393495,-0.106817897,-0.105793981,-0.131669607,-0.090544155,-0.105303197,-0.105118623,-0.161845103,-0.099286409,-0.100131036,-0.099473293,-0.094599718,-0.09325575,-0.09014184,-0.090443953,-0.090312545,-0.090264795,-0.090276068,-0.090443953,-0.090443953,-0.090443953,-0.090443953,-0.089969954,-0.09021425,-0.090443953,-0.090333539,-0.090307392,-0.090290534,-0.090443953,-0.090354285,-0.090387565,-0.09014184,-0.090022019,-0.09014184,-0.090443953,-0.090443953,-0.090334947,-0.090102674,-0.090443953,-0.090337522,-0.090443953,480,
line046,line046,basecase,0,0.000124934,-0.000702232,-0.001423671,-0.004775934,-0.001289756,-0.002701442,-0.001914202,-0.006963341,0.001244845,-0.001144428,0.000922887,0.001343647,-0.001708301,-0.001071116,-0.002092401,-0.00103218,-0.011010013,-0.001865042,-0.002073631,-0.002140886,-0.001813018,-0.001317161,-0.001423671,0.000124934,-0.001176969,-0.000176795,0.000741733,-0.000713269,-0.001180775,-0.00862583,-0.001882026,-0.002315673,-0.00689577,-0.002818171,-0.00491914,-0.001827715,-0.001679098,-0.000646403,0.000124934,0.001580941,0.000741733,0.002699822,0.00148531,0.001530987,0.001892427,0.001916197,0.001620576,-0.000184364,0.000780231,0.001964178,0.001922942,0.001791557,-0.005598939,0.000811111,-0.355283548,0.001868567,0.001520253,0.000850101,0.001775254,-0.013028853,-0.075399344,0.001823637,0.012957276,0.538193359,-0.001511438,0.001903722,0.001426523,0.00227659,0.001663345,0.016097495,0.006398727,0.000629663,-0.001326059,0.009088867,-0.054580282,0.000427878,0.014352769,6.04E-05,0.000355309,-0.024187672,0.001892535,0.000496648,0.000549803,0.019154369,0.010256107,0.001986157,0.002175578,0.00227659,0.002149318,0.001854436,0.001883046,0.001870602,0.00186608,0.001867147,0.001883046,0.001883046,0.001883046,0.001883046,0.001838159,0.001861293,0.001883046,0.00187259,0.001870114,0.001868517,0.001883046,0.001874554,0.001877706,0.001854436,0.001843089,0.001854436,0.001883046,0.001883046,0.001872723,0.001850727,0.001883046,0.001872967,0.001883046,480,R2
line047,line047,basecase,0,-0.000124934,0.000702232,0.001423671,0.004775934,0.001289756,0.002701442,0.001914202,0.006963341,-0.001244845,0.001144428,-0.000922887,-0.001343647,0.001708301,0.001071116,0.002092401,0.00103218,0.011010013,0.001865042,0.002073631,0.002140886,0.001813018,0.001317161,0.001423671,-0.000124934,0.001176969,0.000176795,-0.000741733,0.000713269,0.001180775,0.00862583,0.001882026,0.002315673,0.00689577,0.002818171,0.00491914,0.001827715,0.001679098,0.000646403,-0.000124934,-0.001580941,-0.000741733,-0.002699822,-0.00148531,-0.001530987,-0.001892427,-0.001916197,-0.001620576,0.000184364,-0.000780231,-0.001964178,-0.001922942,-0.001791557,0.005598939,-0.000811111,0.355283548,-0.001868567,-0.001520253,-0.000850101,-0.001775254,0.013028853,0.075399344,-0.001823637,-0.012957276,0.461806641,0.001511438,-0.001903722,-0.001426523,-0.00227659,-0.001663345,-0.016097495,-0.006398727,-0.000629663,0.001326059,-0.009088867,0.054580282,-0.000427878,-0.014352769,-6.04E-05,-0.000355309,0.024187672,-0.001892535,-0.000496648,-0.000549803,-0.019154369,-0.010256107,-0.001986157,-0.002175578,-0.00227659,-0.002149318,-0.001854436,-0.001883046,-0.001870602,-0.00186608,-0.001867147,-0.001883046,-0.001883046,-0.001883046,-0.001883046,-0.001838159,-0.001861293,-0.001883046,-0.00187259,-0.001870114,-0.001868517,-0.001883046,-0.001874554,-0.001877706,-0.001854436,-0.001843089,-0.001854436,-0.001883046,-0.001883046,-0.001872723,-0.001850727,-0.001883046,-0.001872967,-0.001883046,480,R2
line048,line048,basecase,0,0.016129788,0.002305286,0.038480498,0.097499233,0.037011704,0.038065872,0.016836587,0.048006175,-0.076521616,0.034508372,-0.068747422,-0.078907347,0.015008256,0.033465535,0.050938124,0.032911677,0.054637282,0.039345568,0.022410158,0.023772799,0.015938107,0.036965433,0.038480498,0.016129788,-0.012541682,-0.039312824,-0.063898567,0.028420618,0.03502539,0.04090626,0.01852807,0.054184768,0.030942468,0.041213663,0.01955863,0.016068613,0.000898525,0.027424152,0.016129788,-0.005189911,-0.063898567,-0.093782692,-0.09746021,-0.086826743,-0.087351198,-0.087577719,-0.097050627,-0.102515946,-0.099595174,-0.096010207,-0.09613507,-0.086389949,-0.104952883,-0.099501669,-0.15426272,-0.096299716,-0.081905519,-0.099383611,-0.086234587,-0.110383719,-0.151855317,-0.086695662,-0.141336951,-0.15517897,-0.101158717,-0.087458836,-0.080314294,-0.091012124,-0.096921124,-0.150613299,0.444389063,-0.10005109,-0.103029789,-0.129909492,-0.138012236,-0.100662092,-0.145459301,-0.101774698,-0.100881828,-0.117803479,-0.087352225,-0.100453857,-0.100292906,-0.159643445,-0.095873522,-0.095943654,-0.095370093,-0.091012124,-0.089799275,-0.086989161,-0.087261799,-0.087143211,-0.08710012,-0.087110293,-0.087261799,-0.087261799,-0.087261799,-0.087261799,-0.086834043,-0.087054506,-0.087261799,-0.087162157,-0.087138561,-0.087123348,-0.087261799,-0.087180879,-0.087210912,-0.086989161,-0.08688103,-0.086989161,-0.087261799,-0.087261799,-0.087163428,-0.086953815,-0.087261799,-0.087165751,-0.087261799,480,R2
