index,cb,co,ram,bus026,bus010,bus025,bus012,bus015,bus011,bus113,bus032,bus018,bus074,bus001,bus070,bus075,bus027,bus003,bus013,bus006,bus019,bus016,bus029,bus031,bus115,bus002,bus117,bus008,bus024,bus072,bus073,bus004,bus007,bus020,bus028,bus014,bus021,bus017,bus022,bus114,bus023,bus005,bus009,bus030,bus071,bus065,bus066,bus069,bus099,bus080,bus059,bus049,bus054,bus061,bus060,bus078,bus046,bus056,bus036,bus062,bus076,bus055,bus077,bus045,bus034,bus079,bus041,bus035,bus047,bus098,bus118,bus116,bus067,bus039,bus033,bus053,bus048,bus042,bus043,bus052,bus040,bus050,bus051,bus044,bus097,bus057,bus058,bus037,bus038,bus063,bus064,bus068,bus081,bus087,bus100,bus092,bus089,bus090,bus111,bus112,bus105,bus104,bus082,bus088,bus106,bus095,bus096,bus091,bus110,bus094,bus101,bus086,bus083,bus085,bus107,bus103,bus093,bus084,bus109,bus102,bus108
41,line042,basecase,600,0.0,0.0561206315876851,-0.022928383436277733,0.061106565449972824,0.06542099449343712,0.06039279461945998,0.044959266193440726,-0.16567218503521552,0.0678711288906541,0.011772893093996937,0.06017209807314208,0.004748391298321955,0.013928560311717443,-0.0498899765937535,0.05992676422312582,0.061550468354224404,0.059796465662085775,0.059749127355825875,0.0658808627813569,0.3389800841797772,0.41056851027323565,-0.108774407928773,0.06075013702636436,0.06110656544997279,0.05612063158768505,-0.04565946929268182,-0.021649892923698223,0.00039971802740909097,0.05870164509845485,0.06029372981515243,0.02973580801905319,0.1350287675449388,0.06225459003925741,0.007956912192625792,0.07619082620320672,-0.01692592520623704,-0.11703888951965313,-0.05771325661262037,0.05850549141854757,0.0561206315876851,0.051618873704708766,0.00039971802740909097,0.02859662361725524,0.029128414327332618,0.020851082475050763,0.021888246379442793,0.022116781813558035,0.029069186336947363,0.029859503671931284,0.029437142769358358,0.028918735480138236,0.028936791298626308,0.020918450023718727,0.030423478356420515,0.029423621418636397,0.046799385130884094,0.028960600071662523,0.016724558131547475,0.029406549454585377,0.020761706203106925,0.032432617397339235,0.0468610617500408,0.021226881412664766,0.04127732677775573,0.046775911193742255,0.028840822232810554,0.021996841878104176,0.015240633434974232,0.025581725283792902,0.029050459421380525,0.044005635925756986,0.056660945790688734,0.029503070883377402,0.029978421089746268,0.037916344593473025,0.042044895158124304,0.029591425364050655,0.04248976998053026,0.029752314837896608,0.029623200553430446,0.0350140368496395,0.02188928244393616,0.029561313458100952,0.02953803889294558,0.04666153328433607,0.04500933439853916,0.028909111472367344,0.0288261711280254,0.025581725283792864,0.02435809140094772,0.02152298974678999,0.02179805254063921,0.021678410380513945,0.02163493538238592,0.02164519952364013,0.02179805254063921,0.02179805254063919,0.02179805254063921,0.02179805254063917,0.0213664933356586,0.021588916160362657,0.021798052540639164,0.02169752468409979,0.021673718266082477,0.021658370432722857,0.02179805254063921,0.021716413140076992,0.021746713402224307,0.02152298974678999,0.021413897251474304,0.02152298974678994,0.021798052540639164,0.02179805254063921,0.021698806798304705,0.02148733024169191,0.02179805254063921,0.021701150933900456,0.02179805254063919
42,line043,basecase,600,0.0,-0.051541897384704924,0.02130211450832409,-0.05543964238072418,-0.06107648522130657,-0.05498041670915326,-0.08135978712679395,-0.20161164461137607,-0.062457673039672396,-0.057952404173497396,-0.05472149824518938,-0.05894296424067533,-0.05764842277722052,0.29360098404415746,-0.0545329576176558,-0.05638395248313249,-0.054432822342953366,-0.06141147212318122,-0.05800010053052762,0.0029490741791166155,-0.05055803492284606,0.04174610564076,-0.05516572486525079,-0.05543964238072427,-0.051541897384704924,-0.06603408014219013,-0.0626565376957822,-0.059554713000101366,-0.05360072822876002,-0.05481497301422393,-0.06302588104600226,0.1553877566055535,-0.05693954749487236,-0.06419736239256231,-0.06352933929287324,-0.06553580397814895,0.006398052531510954,-0.06772974430916208,-0.05344070040792369,-0.051541897384704924,-0.04795763999256176,-0.059554713000101366,-0.055524299391476295,-0.05557410180951812,-0.05668282814618273,-0.05651100319271853,-0.056477693258981006,-0.05556855508393405,-0.05564256862639871,-0.055603014354697625,-0.055554465299506556,-0.05555615623431099,-0.05665235480619238,-0.05566462683582414,-0.055601748074658515,-0.05478861735954941,-0.05555838593566783,-0.057250198228513106,-0.05560014927822538,-0.056675200831355146,-0.055548389212845356,-0.05486170515985798,-0.056607399724420776,-0.05495125677059309,-0.054760800360924684,-0.05578518929373164,-0.05649517497387546,-0.057461548623144135,-0.055972664190535315,-0.05556680130061312,-0.05478606657252877,-0.05806397646008223,-0.05560918854960734,-0.05564721973110008,-0.05515475325233157,-0.055090918005980184,-0.055617462982948965,-0.05487784729903277,-0.05563253034814212,-0.0556204387424627,-0.05542553330900458,-0.05651085218226475,-0.05561464299061048,-0.05561246331804067,-0.05462526067154651,-0.05255834832032683,-0.05555356400723271,-0.055545796609978215,-0.055972664190535204,-0.056151013616804676,-0.05656424077610692,-0.05652414929763541,-0.05654158761061056,-0.056547924261697,-0.056546428222947476,-0.05652414929763541,-0.056524149297635516,-0.05652414929763541,-0.056524149297635475,-0.05658705074036965,-0.05655463174337116,-0.05652414929763541,-0.05653880162607222,-0.056542271504648266,-0.0565445085114136,-0.05652414929763541,-0.05653604855970662,-0.05653163217793954,-0.05656424077610692,-0.05658014143415719,-0.05656424077610692,-0.05652414929763541,-0.05652414929763541,-0.05653861475291019,-0.05656943828850366,-0.05652414929763541,-0.05653827308597496,-0.056524149297635516
43,line044,basecase,600,0.0,0.016129787828071788,0.0023052862539617532,0.03848049755978838,0.09749923273512644,0.0370117037717085,0.03806587202039192,0.016836587169669723,0.048006175186864085,-0.07652161552026726,0.034508371508491294,-0.06874742180486462,-0.07890734692499413,0.015008255887736964,0.03346553469997734,0.05093812382596305,0.03291167661826608,0.054637281599701666,0.03934556761194831,0.022410157801253536,0.023772799365977617,0.015938107280950544,0.03696543276251324,0.038480497559788114,0.016129787828071732,-0.012541681613672088,-0.03931282396476244,-0.06389856694025377,0.02842061834587857,0.03502538967636199,0.04090626047008328,0.01852807020145037,0.05418476770241696,0.030942468214488195,0.041213662532740135,0.01955863018394987,0.016068612739647235,0.0008985245462630717,0.02742415233282454,0.016129787828071788,-0.0051899114617979265,-0.06389856694025377,-0.09378269203419201,-0.09746020951716719,-0.08682674279180447,-0.08735119797533435,-0.08757771921602245,-0.09705062739022191,-0.10251594628621984,-0.09959517393366901,-0.09601020745478636,-0.09613506971149885,-0.08638994890442299,-0.10495288273074363,-0.09950166909665084,-0.1542627199693037,-0.09629971564725796,-0.08190551882457325,-0.09938361053512183,-0.08623458654299027,-0.11038371941032678,-0.15185531714340497,-0.08669566193821018,-0.14133695119920117,-0.15517897029856345,-0.10115871734297936,-0.08745883636928911,-0.08031429393347965,-0.09101212446189105,-0.09692112426409734,-0.15061329940122037,-0.5556109365706119,-0.10005108974289735,-0.10302978883506521,-0.12990949215738812,-0.13801223616856287,-0.10066209166755975,-0.14545930123872924,-0.10177469826576331,-0.10088182813954845,-0.11780347905240468,-0.0873522249084896,-0.10045385737824805,-0.10029290567554643,-0.1596434449421139,-0.09587352173451637,-0.0959436540980555,-0.09537009280677747,-0.09101212446189118,-0.08979927505688158,-0.08698916052622524,-0.08726179905849954,-0.08714321136265646,-0.08710011953073563,-0.08711029320914353,-0.08726179905849954,-0.08726179905849951,-0.08726179905849954,-0.08726179905849943,-0.08683404339373327,-0.08705450589839639,-0.08726179905849953,-0.08716215720263065,-0.08713856060210132,-0.0871233480366278,-0.08726179905849954,-0.08718087918550056,-0.08721091239676751,-0.08698916052622524,-0.08688102951588794,-0.08698916052622511,-0.08726179905849953,-0.08726179905849954,-0.08716342801694249,-0.08695381530560993,-0.08726179905849954,-0.08716575149253632,-0.08726179905849951
44,line045,basecase,600,0.0,0.005982447461720409,0.004484725929740576,0.023058199063021565,0.06086594275631489,0.021618390902654362,0.034660884782368916,0.018516624264433245,0.08193534526484689,-0.07848034033266246,0.01998372867796349,-0.06980272643259781,-0.08114331179405807,0.016514569990219035,0.019176561220833832,0.030654598904237308,0.01874786881587084,0.12574953055989738,0.027488207619948232,0.022545873577817815,0.023656196985768516,0.0175327732964597,0.021885521813983923,0.023058199063021468,0.005982447461720354,-0.007036402556214153,-0.03693239157145403,-0.06438789168749061,0.015240252937444913,0.02038390657391344,0.0956558411360857,0.019382625923142893,0.03311844550305104,0.07381862547726854,0.03705468892813181,0.048869156467783684,0.017675679023651403,0.007972604173885876,0.014500463097875668,0.005982447461720409,-0.010096503402033025,-0.06438789168749061,-0.09765291122321262,-0.1018701744854706,-0.09000093329317242,-0.0905430167568478,-0.09079402673303327,-0.10140047837529832,-0.10766793698108841,-0.1043184856197136,-0.10020735698529921,-0.10035054515789509,-0.08947784906809352,-0.11197666821499622,-0.10421125716578351,-0.17746016764266848,-0.10053935602266224,-0.08448320739861537,-0.10407587126030886,-0.08930569080812255,-0.1201697232721533,-0.18444654046503278,-0.08981661209577851,-0.1444840426780545,-0.1748011750013209,-0.10658802863214328,-0.09066229171146653,-0.08271061890214784,-0.0945997183156735,-0.10125196819725515,-0.15328131664489106,-0.04313275879689338,-0.10484131576310309,-0.10857645859825903,-0.13364675134893553,-0.1629911533122865,-0.10554199386510428,-0.14839349517974443,-0.10681789668641568,-0.10579398085224605,-0.13166960657056173,-0.09054415470958944,-0.10530319722516371,-0.10511862279256269,-0.16184510301357807,-0.09928640913211122,-0.10013103565504862,-0.09947329331295027,-0.09459971831567342,-0.09325575030921658,-0.09014184019961637,-0.09044395311090668,-0.0903125451483733,-0.0902647947490225,-0.09027606828243208,-0.09044395311090668,-0.09044395311090676,-0.09044395311090668,-0.09044395311090675,-0.0899699536797719,-0.0902142499227079,-0.09044395311090671,-0.090333539183309,-0.09030739160386372,-0.0902905344398926,-0.09044395311090668,-0.09035428516041917,-0.09038756519906802,-0.09014184019961637,-0.09002201937289322,-0.09014184019961627,-0.09044395311090671,-0.09044395311090668,-0.09033494738268648,-0.09010267388144737,-0.09044395311090668,-0.09033752204434609,-0.09044395311090676
45,line046,basecase,600,0.0,0.00012493368511271645,-0.0007022318089050401,-0.0014236712756493706,-0.00477593411659531,-0.0012897561011104956,-0.002701442214138933,-0.0019142016924294488,-0.006963341393011087,0.0012448451430292656,-0.0011444283603745651,0.0009228865597869301,0.0013436472479381606,-0.0017083013594708465,-0.0010711162885006004,-0.0020924005512887073,-0.0010321797231996061,-0.011010012705976882,-0.0018650423399325404,-0.002073631415741974,-0.0021408862814946044,-0.0018130180010104034,-0.0013171612844361902,-0.0014236712756483772,0.00012493368511271645,-0.001176969479725812,-0.00017679503563301422,0.0007417325150642072,-0.0007132691579630586,-0.0011807750569754586,-0.008625830492984708,-0.0018820261637594313,-0.002315673469307462,-0.006895770066635963,-0.002818170981150168,-0.004919140368684866,-0.0018277150735071096,-0.0016790978741079517,-0.0006464033758940075,0.00012493368511271645,0.0015809407216181718,0.0007417325150642072,0.0026998222929356043,0.0014853100548029394,0.0015309871897454667,0.0018924268443004492,0.0019161970970975814,0.0016205758986792018,-0.00018436363327980793,0.0007802310378254057,0.001964178002606866,0.0019229418318570033,0.0017915571274168967,-0.0055989388522967335,0.0008111113176373463,-0.3552835483965245,0.0018685669703198155,0.0015202528088600505,0.0008501005456847889,0.0017752540090206792,-0.013028852746283515,-0.07539934431508004,0.001823637457165969,0.012957276325127649,0.5381933590053137,-0.0015114380611057983,0.0019037219962575059,0.0014265226379917108,0.0022765901474509267,0.0016633447318068044,0.016097494577410207,0.006398726761830499,0.0006296633430609377,-0.0013260590343658282,0.00908886661487971,-0.054580282296186985,0.00042787794884900757,0.014352769309490108,6.0435962236978106e-05,0.00035530925661807986,-0.024187671829582112,0.0018925346066486497,0.0004966480074388382,0.0005498028363648109,0.019154368600544418,0.010256107019898751,0.001986157467453216,0.002175577969408774,0.002276590147451815,0.002149318475823876,0.001854436050762383,0.001883045671717414,0.0018706015428558147,0.001866079654599379,0.0018671472406091444,0.001883045671717414,0.0018830456717164733,0.001883045671717414,0.0018830456717164469,0.0018381586657318896,0.0018612931384711612,0.0018830456717173877,0.0018725896451820003,0.0018701135102388365,0.0018685171631331102,0.001883045671717414,0.001874554256820617,0.0018777058245138928,0.001854436050762383,0.0018430892055692639,0.0018544360507614683,0.0018830456717173877,0.001883045671717414,0.001872722999465286,0.0018507270615882967,0.001883045671717414,0.0018729668159035734,0.0018830456717164733
46,line047,basecase,600,0.0,-0.00012493368511261627,0.0007022318089048988,0.0014236712756481777,0.004775934116594585,0.0012897561011097518,0.002701442214137103,0.001914201692429496,0.0069633413930098404,-0.0012448451430295809,0.0011444283603744632,-0.0009228865597868177,-0.0013436472479406059,0.0017083013594708424,0.0010711162885003683,0.002092400551289413,0.001032179723197697,0.011010012705975201,0.001865042339931847,0.002073631415740251,0.0021408862814942843,0.0018130180010100935,0.0013171612844353718,0.0014236712756483152,-0.00012493368511261627,0.0011769694797258887,0.00017679503563229626,-0.0007417325150659225,0.0007132691579618057,0.0011807750569746112,0.008625830492984642,0.0018820261637592488,0.0023156734693059564,0.006895770066634724,0.0028181709811490752,0.004919140368684997,0.0018277150735064001,0.0016790978741074824,0.0006464033758931467,-0.00012493368511261627,-0.0015809407216185328,-0.0007417325150659225,-0.0026998222929376747,-0.0014853100548048346,-0.0015309871897462714,-0.0018924268443020129,-0.0019161970970988206,-0.0016205758986787707,0.00018436363327795264,-0.0007802310378265419,-0.0019641780026072963,-0.0019229418318587798,-0.0017915571274178894,0.005598938852293517,-0.000811111317636824,0.3552835483965237,-0.0018685669703212696,-0.001520252808861665,-0.0008501005456847723,-0.00177525400902083,0.013028852746282626,0.07539934431507894,-0.001823637457167153,-0.012957276325129002,0.4618066409946851,0.0015114380611049366,-0.0019037219962583737,-0.0014265226379919936,-0.002276590147452835,-0.0016633447318069468,-0.01609749457741263,-0.006398726761829953,-0.0006296633430623367,0.0013260590343649513,-0.009088866614880994,0.054580282296185834,-0.00042787794885020865,-0.014352769309491493,-6.043596223812201e-05,-0.000355309256619847,0.02418767182958039,-0.0018925346066495743,-0.0004966480074396736,-0.0005498028363651502,-0.019154368600546926,-0.010256107019899737,-0.0019861574674532997,-0.0021755779694086607,-0.002276590147452835,-0.0021493184758245272,-0.0018544360507625436,-0.0018830456717172977,-0.0018706015428566283,-0.0018660796545995103,-0.001867147240610379,-0.0018830456717172977,-0.0018830456717177418,-0.0018830456717172977,-0.0018830456717174007,-0.001838158665730869,-0.001861293138472392,-0.001883045671717332,-0.0018725896451833991,-0.0018701135102390095,-0.0018685171631331546,-0.0018830456717172977,-0.0018745542568213592,-0.0018777058245150065,-0.0018544360507625436,-0.0018430892055701577,-0.0018544360507623903,-0.001883045671717332,-0.0018830456717172977,-0.0018727229994657559,-0.0018507270615895264,-0.0018830456717172977,-0.0018729668159046236,-0.0018830456717177418
47,line048,basecase,600,0.0,0.016129787828071892,0.0023052862539617376,0.03848049755978813,0.09749923273512652,0.03701170377170836,0.038065872020391786,0.016836587169669716,0.048006175186863904,-0.07652161552026732,0.03450837150849128,-0.06874742180486444,-0.07890734692499408,0.015008255887737016,0.033465534699977414,0.050938123825963064,0.03291167661826603,0.05463728159970167,0.03934556761194834,0.022410157801253654,0.023772799365977745,0.015938107280950572,0.036965432762513344,0.0384804975597882,0.016129787828071892,-0.012541681613672048,-0.03931282396476259,-0.06389856694025366,0.028420618345878484,0.035025389676362,0.04090626047008308,0.01852807020145038,0.054184767702416675,0.030942468214488206,0.041213662532740315,0.019558630183949825,0.016068612739647204,0.0008985245462632328,0.027424152332824542,0.016129787828071892,-0.005189911461797925,-0.06389856694025366,-0.09378269203419205,-0.09746020951716712,-0.08682674279180431,-0.08735119797533406,-0.08757771921602234,-0.09705062739022186,-0.10251594628621977,-0.09959517393366908,-0.09601020745478604,-0.0961350697114988,-0.08638994890442295,-0.10495288273074356,-0.09950166909665084,-0.15426271996930313,-0.09629971564725784,-0.08190551882457327,-0.09938361053512168,-0.08623458654299014,-0.11038371941032658,-0.15185531714340508,-0.08669566193821018,-0.1413369511992011,-0.1551789702985634,-0.10115871734297922,-0.0874588363692892,-0.08031429393347952,-0.09101212446189111,-0.09692112426409699,-0.15061329940122042,0.4443890634293883,-0.1000510897428973,-0.10302978883506507,-0.129909492157388,-0.13801223616856303,-0.10066209166755984,-0.14545930123872938,-0.10177469826576332,-0.10088182813954845,-0.11780347905240453,-0.08735222490848955,-0.10045385737824776,-0.10029290567554643,-0.15964344494211397,-0.09587352173451642,-0.09594365409805546,-0.09537009280677765,-0.09101212446189105,-0.08979927505688151,-0.08698916052622499,-0.08726179905849951,-0.0871432113626568,-0.08710011953073554,-0.08711029320914342,-0.08726179905849951,-0.08726179905849946,-0.08726179905849951,-0.08726179905849954,-0.0868340433937331,-0.08705450589839646,-0.08726179905849957,-0.08716215720263076,-0.08713856060210129,-0.08712334803662772,-0.08726179905849951,-0.08718087918550034,-0.08721091239676744,-0.08698916052622499,-0.0868810295158881,-0.08698916052622496,-0.08726179905849957,-0.08726179905849951,-0.08716342801694241,-0.08695381530561012,-0.08726179905849951,-0.0871657514925363,-0.08726179905849946
48,line049,basecase,600,0.0,-0.00012493368511240879,0.0007022318089051871,0.0014236712756486552,0.0047759341165959784,0.0012897561011103993,0.002701442214138129,0.0019142016924296214,0.0069633413930108605,-0.0012448451430293573,0.0011444283603746985,-0.0009228865597860219,-0.0013436472479391997,0.0017083013594712624,0.0010711162885004902,0.0020924005512892732,0.0010321797231991805,0.011010012705976274,0.0018650423399330291,0.002073631415741519,0.0021408862814945805,0.0018130180010099755,0.0013171612844357725,0.0014236712756491591,-0.00012493368511240879,0.0011769694797261073,0.00017679503563313172,-0.0007417325150643869,0.0007132691579624905,0.0011807750569754036,0.008625830492984866,0.0018820261637593682,0.0023156734693069456,0.006895770066635385,0.0028181709811498823,0.004919140368685758,0.0018277150735076745,0.0016790978741078593,0.000646403375894029,-0.00012493368511240879,-0.001580940721618197,-0.0007417325150643869,-0.0026998222929357583,-0.001485310054804122,-0.001530987189745889,-0.0018924268443007684,-0.0019161970970971616,-0.0016205758986773708,0.00018436363327952005,-0.0007802310378252402,-0.001964178002605732,-0.0019229418318581618,-0.001791557127416978,0.005598938852294818,-0.0008111113176360392,-0.644716451603475,-0.001868566970319923,-0.0015202528088601554,-0.0008501005456829721,-0.0017752540090195117,0.013028852746285222,0.07539934431507922,-0.001823637457165612,-0.012957276325126258,-0.538193359005313,0.001511438061105926,-0.001903721996257739,-0.0014265226379920322,-0.0022765901474521,-0.0016633447318058412,-0.01609749457741121,-0.006398726761829317,-0.0006296633430610402,0.0013260590343653206,-0.009088866614879171,0.054580282296187194,-0.00042787794884937197,-0.014352769309490246,-6.043596223655674e-05,-0.0003553092566186348,0.024187671829580995,-0.001892534606649125,-0.0004966480074379023,-0.000549802836363739,-0.019154368600544803,-0.01025610701989883,-0.001986157467451512,-0.002175577969408026,-0.0022765901474527,-0.0021493184758232986,-0.0018544360507614902,-0.0018830456717173758,-0.0018706015428558152,-0.0018660796545991061,-0.0018671472406090223,-0.0018830456717173758,-0.0018830456717158874,-0.0018830456717173758,-0.0018830456717168357,-0.0018381586657304904,-0.0018612931384708316,-0.0018830456717169317,-0.0018725896451829288,-0.0018701135102374773,-0.0018685171631312716,-0.0018830456717173758,-0.001874554256820143,-0.0018777058245148276,-0.0018544360507614902,-0.0018430892055690694,-0.0018544360507618382,-0.0018830456717169317,-0.0018830456717173758,-0.0018727229994648944,-0.0018507270615874911,-0.0018830456717173758,-0.0018729668159035535,-0.0018830456717158874
49,line050,basecase,1700,0.0,-0.001152313882900558,0.006476967854474968,0.013131095701991637,0.04405037105412629,0.01189594191130224,0.024916493613376136,0.017655456035493594,0.06422571263553115,-0.011481709989431165,0.010555525408986353,-0.008512155822711741,-0.01239300174429678,0.01575635402831207,0.009879338533297406,0.019299056148595017,0.009520210851202545,0.10154979804341438,0.017202039454482575,0.019125940823907613,0.019746259638890665,0.016722197945486753,0.012148710995804864,0.013131095701992107,-0.001152313882900558,0.010855665307685001,0.0016306520839731529,-0.006841298835761914,0.006578769786735474,0.010890765685078104,0.07955952167465707,0.01735868812743985,0.02135839253073027,0.06360247497630399,0.02599313021975099,0.04537122020904293,0.01685775498649435,0.015486998477142003,0.005962039647869853,-0.001152313882900558,-0.014581655379182377,-0.006841298835761914,-0.02490155242527852,-0.013699615079952342,-0.01412091376074313,-0.017454617808610715,-0.017673860459404916,-0.014947226639938886,0.0017004603197069022,-0.007196386274414765,-0.018116407747447362,-0.017736069874694647,-0.016524255632670303,0.05164127643552273,-0.007481207578626933,0.42585996233815415,-0.017234548545404946,-0.014021906226409208,-0.007840820990511676,-0.01637388538107128,0.1201703758619976,0.6954386332039763,-0.016820145482587655,-0.1195101975945319,0.3232591249190715,0.013940604244449265,-0.017558797561231743,-0.013157394969563163,-0.02099791125363095,-0.015341700877409204,-0.14847369998527993,-0.05901804364368356,-0.005807639557815729,0.012230778540369368,-0.0838302910117153,0.5034160079871647,-0.003946491294179235,-0.13238139352477396,-0.0005574253112751025,-0.003277160909456411,0.2230926752792177,-0.01745561174430739,-0.004580785345210318,-0.0050710538205117,-0.17666848485822656,-0.09459622113034755,-0.018319133237038588,-0.02006623510082104,-0.020997911253632727,-0.019824033175952077,-0.017104213361818034,-0.017368091461478278,-0.017253314230388596,-0.017211607026996947,-0.017221453804348176,-0.017368091461478278,-0.017368091461474725,-0.017368091461478278,-0.0173680914614753,-0.01695408045945386,-0.01716745905377738,-0.017368091461477286,-0.017271651301849406,-0.017248812908264143,-0.017234089153574262,-0.017368091461478278,-0.017289771709187527,-0.017318839892067027,-0.017104213361818034,-0.016999556821584088,-0.01710421336181605,-0.017368091461477286,-0.017368091461478278,-0.017272881282303306,-0.017070003855291623,-0.017368091461478278,-0.017275130099881176,-0.017368091461474725
50,line051,basecase,1700,0.0,-0.0020441166608977175,-0.014385502506090796,-0.03838494467905811,-0.12619207269677432,-0.035641100269923585,-0.053906912239315874,-0.03869519701374223,-0.10191864055644947,-0.02622812163418593,-0.03188195800526916,-0.02777649758759471,-0.025752958643193033,-0.034533813479953115,-0.03017467233982859,-0.056489213921585624,-0.029267920721670854,-0.14658756268983092,-0.044011674516842764,-0.04171328007193069,-0.04303497275376872,-0.03665020689006827,-0.03590454852360709,-0.03838494467905825,-0.002044116660897966,-0.03330214618318971,-0.030670245515542694,-0.028253193881989824,-0.021880107190234102,-0.032728396968270644,-0.11797913484795464,-0.03794785348893024,-0.06174950602965085,-0.09721968592679875,-0.05616244242793547,-0.07350158763054272,-0.036947244561663435,-0.03462346774286515,-0.020283992004537517,-0.0020441166608977175,0.032386209830467416,-0.028253193881989824,-0.004375008360626178,-0.04524789136540315,-0.02767473664241976,-0.019117687461584598,-0.018714554026105744,-0.04069568938866764,-0.10143866093239472,-0.06897643955559589,-0.029132192411761293,-0.030519943913679105,-0.02082839520417854,-0.12950313297023483,-0.06793720254815164,-0.5650001173320618,-0.032349861541711857,-0.02385105397996332,-0.06662506907892209,-0.021104889197935038,-0.17708887154470943,-0.558640826389094,-0.020284326377755155,-0.4261107360509035,-0.5674204444819977,-0.09981715580873046,-0.01892612646089227,-0.02486045508903363,-0.012602440295017595,-0.03925635806057629,-0.5036917061216797,-0.3377381646174446,-0.07404360609304422,-0.10735622184225266,-0.3305393604836376,-0.43128005671208636,-0.08083443993626417,-0.4605872248666519,-0.09320023820350289,-0.08327664807070621,-0.24535303185344523,-0.01911585985773741,-0.07852007004297813,-0.07673121107918338,-0.5792136071635473,0.21284918745858952,-0.02839250114562277,-0.022017792211402876,-0.012602440295017595,-0.01476091402522701,-0.01976199525447929,-0.01927678818150922,-0.01948783534461628,-0.01956452465724058,-0.019546418849964612,-0.01927678818150922,-0.01927678818150922,-0.01927678818150922,-0.019276788181509328,-0.020038052821235632,-0.0196457019466374,-0.019276788181509272,-0.019454117969885075,-0.019496112171436243,-0.01952318554328866,-0.01927678818150922,-0.0194207989873018,-0.01936734973194776,-0.01976199525447929,-0.01995443295059281,-0.019761995254478845,-0.019276788181509272,-0.01927678818150922,-0.01945185633765206,-0.01982489814239808,-0.01927678818150922,-0.01944772131395436,-0.01927678818150922
51,line052,basecase,600,0.0,0.006432930238143404,-0.002461497120807011,0.007358008179987195,0.010111874903210293,0.007310788204438887,0.005914853399828515,-0.001149608237707413,0.008677031075350098,-0.05799706159701568,0.007195305536004447,-0.05321705703495627,-0.05946394130389143,-0.0010350719591775447,0.0071525897954170855,0.007955699819179724,0.007129903160319794,0.010350974537386152,0.0072327766261249165,0.0009524771144595705,0.0013183718549344898,-0.0010933227363845181,0.007295949462530092,0.0073580081799873255,0.006432930238143404,-0.01698140635452184,-0.03424067132017235,-0.05009101669678987,0.006947289736494686,0.0072164831677848755,0.00558115476436852,-8.993599813206753e-05,0.008090783405173031,0.002119977852153168,0.006962342539187457,-0.0018344881135110044,-0.0011014982840626762,-0.008316550881970863,0.006905128140939406,0.006432930238143404,0.005541590376686055,-0.05009101669678987,-0.06316150857695087,-0.07930053324637228,-0.06536851391519274,-0.06319006354287603,-0.06322341277779105,-0.07750305544197707,-0.10148796289574256,-0.088669963451878,-0.07293710488367466,-0.0734850710186272,-0.06304854515378219,-0.08900524505055782,-0.08825961139282325,0.031079082621213325,-0.07420763041670975,-0.06092133617066719,-0.08774150371671438,-0.06302567217342633,-0.07748258557325945,0.030306212585175962,-0.06309355327641747,-0.35152689708974855,0.03137323464985482,-0.09317788813797942,-0.063205910436858,-0.060147850504788034,-0.0637290377116392,-0.07693472254975556,-0.5921411109547967,0.020709517405919198,-0.0906707796346363,-0.09885590756721743,-0.2779247405828426,-0.005673328658733983,-0.09335220132218579,-0.37807819354816585,-0.0982349477452534,-0.09431652912174457,-0.058197893924977026,-0.0631902147315014,-0.09243835159943543,-0.09173200458340947,0.032806504828625585,0.0060888511581534445,-0.07264503114885777,-0.07012792011615329,-0.0637290377116393,-0.06355047785737807,-0.06313676314640215,-0.06317690192734877,-0.06315944303954325,-0.0631530989120732,-0.063154596715944,-0.06317690192734877,-0.06317690192734866,-0.06317690192734877,-0.0631769019273486,-0.0631139262694932,-0.06314638351648527,-0.06317690192734865,-0.06316223231116327,-0.06315875833860424,-0.0631565186924758,-0.06317690192734877,-0.06316498862577162,-0.06316941021826639,-0.06313676314640215,-0.0631208437277446,-0.06313676314640222,-0.06317690192734865,-0.06317690192734877,-0.06316241940481004,-0.06313155950165,-0.06317690192734877,-0.06316276147486583,-0.06317690192734866
